params_x,params_y,params_z,params_voltage,user_attrs_top-1
123.0,157.0,0.75,300,0.7578125
121.5,156.5,0.15000000000000002,300,0.7578125
121.5,156.5,0.15000000000000002,300,0.7578125
123.0,155.5,0.15000000000000002,250,0.7578125
123.0,155.5,0.15000000000000002,250,0.7578125
113.0,154.5,0.5,350,0.7578125
113.0,154.5,0.5,350,0.7578125
125.0,153.5,0.0,300,0.75
125.0,153.5,0.0,300,-1.0
125.0,153.5,0.0,300,0.7578125
126.5,153.0,0.05,300,0.7578125
126.5,153.0,0.05,300,0.7578125
124.5,154.0,0.0,300,-1.0
124.5,154.0,0.0,300,-1.0
122.5,154.0,0.6000000000000001,350,0.7578125
122.5,154.0,0.6000000000000001,350,0.7578125
126.0,158.5,0.1,300,0.7578125
126.0,158.5,0.1,300,0.7578125
126.5,154.0,0.7000000000000001,300,0.7578125
126.5,154.0,0.7000000000000001,300,0.7578125
119.5,157.0,0.65,300,0.7578125
119.5,157.0,0.65,300,0.7578125
123.5,153.5,0.25,300,0.7578125
123.5,153.5,0.25,300,0.7421875
123.5,153.5,0.25,300,0.7578125
121.5,150.5,0.2,250,0.7578125
121.5,150.5,0.2,250,0.7578125
124.5,151.5,0.2,300,0.7578125
124.5,151.5,0.2,300,0.7578125
121.5,159.5,0.35000000000000003,250,0.7578125
121.5,159.5,0.35000000000000003,250,0.7578125
115.0,153.5,1.0,250,0.7578125
115.0,153.5,1.0,250,0.7578125
125.5,153.5,0.30000000000000004,250,0.7578125
125.5,153.5,0.30000000000000004,250,0.7578125
117.5,156.5,0.30000000000000004,300,0.7578125
117.5,156.5,0.30000000000000004,300,0.7578125
113.5,160.0,0.2,300,0.7578125
113.5,160.0,0.2,300,0.7578125
125.0,153.0,0.0,350,-1.0
125.0,153.0,0.0,350,-1.0
122.5,151.5,0.4,350,0.7578125
122.5,151.5,0.4,350,0.75
122.5,151.5,0.4,350,0.7578125
123.0,151.5,0.30000000000000004,300,0.7578125
123.0,151.5,0.30000000000000004,300,0.7578125
123.0,150.5,0.5,350,0.7578125
123.0,150.5,0.5,350,0.7578125
124.0,151.5,0.30000000000000004,350,0.7578125
124.0,151.5,0.30000000000000004,350,0.7578125
119.5,152.0,0.45,300,0.7578125
119.5,152.0,0.45,300,0.7578125
121.5,151.5,0.35000000000000003,350,0.7578125
121.5,151.5,0.35000000000000003,350,0.7578125
127.0,151.0,0.6000000000000001,350,0.7578125
127.0,151.0,0.6000000000000001,350,0.7578125
125.5,154.5,0.75,350,0.7578125
125.5,154.5,0.75,350,0.7578125
123.0,155.0,0.2,300,0.7578125
123.0,155.0,0.2,300,-1.0
121.0,153.5,0.15000000000000002,300,0.7578125
121.0,153.5,0.15000000000000002,300,0.7578125
113.5,158.5,0.55,150,0.7578125
113.5,158.5,0.55,150,0.7578125
116.0,158.0,0.8,300,0.7578125
116.0,158.0,0.8,300,0.7578125
124.0,157.0,0.05,200,0.7578125
124.0,157.0,0.05,200,0.7578125
120.5,158.5,0.8,350,0.7578125
120.5,158.5,0.8,350,0.7578125
118.0,154.0,0.15000000000000002,150,0.75
118.0,154.0,0.15000000000000002,150,0.7578125
118.0,154.0,0.15000000000000002,150,0.7578125
124.5,157.5,0.35000000000000003,250,0.7578125
124.5,157.5,0.35000000000000003,250,0.7578125
118.0,153.5,0.2,150,0.7578125
118.0,153.5,0.2,150,0.7578125
121.5,153.5,0.45,150,0.7578125
121.5,153.5,0.45,150,0.7578125
113.0,159.5,0.0,300,0.7578125
113.0,159.5,0.0,300,0.7578125
121.5,157.0,0.45,200,0.7578125
121.5,157.0,0.45,200,0.7578125
116.5,155.5,0.4,200,0.7578125
116.5,155.5,0.4,200,0.7578125
125.0,154.5,0.0,250,-1.0
125.0,154.5,0.0,250,0.7578125
119.0,153.5,0.1,200,0.7578125
119.0,153.5,0.1,200,0.7578125
116.5,157.0,1.0,300,0.7578125
116.5,157.0,1.0,300,0.7578125
117.0,151.0,0.05,150,0.7578125
117.0,151.0,0.05,150,0.7578125
116.0,154.0,0.25,150,0.7578125
116.0,154.0,0.25,150,0.7578125
117.0,158.0,0.0,150,0.7578125
117.0,158.0,0.0,150,0.7578125
120.5,159.5,0.7000000000000001,300,0.7578125
120.5,159.5,0.7000000000000001,300,0.7578125
122.0,152.5,0.9,300,0.7578125
122.0,152.5,0.9,300,0.7578125
126.5,160.0,0.35000000000000003,250,0.7578125
126.5,160.0,0.35000000000000003,250,0.7578125
113.5,148.0,0.65,350,0.7578125
113.5,148.0,0.65,350,0.7578125
117.5,156.0,0.05,200,-1.0
117.5,156.0,0.05,200,0.7578125
121.0,155.0,0.35000000000000003,350,0.125
121.0,155.0,0.35000000000000003,350,-1.0
121.0,155.0,0.35000000000000003,350,0.7578125
121.0,155.0,0.35000000000000003,350,-1.0
121.0,155.0,0.35000000000000003,350,-1.0
122.0,155.0,0.5,350,0.7578125
122.0,155.0,0.5,350,0.7578125
122.5,153.5,0.15000000000000002,350,0.7578125
122.5,153.5,0.15000000000000002,350,0.75
122.5,153.5,0.15000000000000002,350,0.75
122.5,153.5,0.15000000000000002,350,0.7578125
120.5,155.0,0.35000000000000003,350,-1.0
120.5,155.0,0.35000000000000003,350,0.7578125
124.0,154.5,0.30000000000000004,350,0.7578125
124.0,154.5,0.30000000000000004,350,0.7578125
123.5,153.5,0.2,350,0.7578125
123.5,153.5,0.2,350,0.7578125
121.0,154.0,0.1,350,-1.0
