params_x,params_y,params_z,params_voltage,user_attrs_top-1
124.7,157.0,0.23,350,0.7578125
124.7,157.0,0.23,350,0.7578125
123.9,154.5,0.32,300,0.7578125
123.9,154.5,0.32,300,0.75
123.9,154.5,0.32,300,0.7578125
124.4,156.2,0.27,300,0.7578125
124.4,156.2,0.27,300,0.7578125
125.0,156.4,0.18,350,0.7578125
125.0,156.4,0.18,350,0.7578125
124.60000000000001,156.9,0.13,300,0.7578125
124.60000000000001,156.9,0.13,300,-1.0
122.30000000000001,155.2,0.42,350,0.75
122.30000000000001,155.2,0.42,350,0.7578125
122.30000000000001,155.2,0.42,350,-1.0
123.10000000000001,155.29999999999998,0.19,250,0.7578125
123.10000000000001,155.29999999999998,0.19,250,0.7578125
124.80000000000001,153.1,0.53,350,0.7578125
124.80000000000001,153.1,0.53,350,-1.0
123.2,155.2,0.13,250,0.765625
123.2,155.2,0.13,250,0.7578125
123.2,155.2,0.13,250,0.7578125
125.0,154.6,0.68,350,0.7578125
125.0,154.6,0.68,350,0.75
125.0,154.6,0.68,350,0.75
125.0,154.6,0.68,350,0.7578125
125.10000000000001,154.5,0.52,350,-1.0
125.10000000000001,154.5,0.52,350,0.7578125
123.9,153.4,0.21,150,0.7578125
123.9,153.4,0.21,150,0.75
123.9,153.4,0.21,150,0.7578125
124.9,155.0,0.61,350,0.7578125
124.9,155.0,0.61,350,0.7578125
125.0,154.9,0.77,300,-1.0
125.0,154.9,0.77,300,0.7578125
124.2,153.79999999999998,0.58,250,0.7578125
124.2,153.79999999999998,0.58,250,0.7578125
125.4,154.9,0.8300000000000001,350,0.7578125
125.4,154.9,0.8300000000000001,350,0.7578125
123.60000000000001,154.2,0.13,300,-1.0
123.60000000000001,154.2,0.13,300,0.75
123.60000000000001,154.2,0.13,300,0.75
123.60000000000001,154.2,0.13,300,0.7578125
124.0,154.5,0.14,150,0.7578125
124.0,154.5,0.14,150,0.7578125
124.10000000000001,154.7,0.61,350,-1.0
124.10000000000001,154.7,0.61,350,0.7578125
125.4,156.79999999999998,0.4,350,0.7578125
125.4,156.79999999999998,0.4,350,0.7578125
123.9,154.7,0.1,350,-1.0
123.9,154.7,0.1,350,-1.0
123.30000000000001,155.0,0.36,300,0.7578125
123.30000000000001,155.0,0.36,300,0.7578125
122.80000000000001,155.0,0.19,300,0.7578125
122.80000000000001,155.0,0.19,300,-1.0
123.30000000000001,154.1,0.19,300,0.7578125
123.30000000000001,154.1,0.19,300,0.75
123.30000000000001,154.1,0.19,300,0.7578125
123.10000000000001,153.1,0.23,350,0.75
123.10000000000001,153.1,0.23,350,0.7578125
123.10000000000001,153.1,0.23,350,0.7578125
124.60000000000001,154.6,0.33,200,0.7578125
124.60000000000001,154.6,0.33,200,0.7578125
123.9,154.1,0.06,250,0.7578125
123.9,154.1,0.06,250,0.7578125
121.60000000000001,156.9,0.5,250,0.7578125
121.60000000000001,156.9,0.5,250,0.7578125
